hour,3crvBalance,lusdBalance,3crvPerLusd
2021-12-08T21:00:00+00:00,57532937.149648710746154973000000000000000000,43243505.450151984989560991000000000000000000,133.044110440973752438447946650586844580
2021-12-08T22:00:00+00:00,57532937.765799501528670737000000000000000000,43243505.450151984989560991000000000000000000,133.044111865813816555752805378894442361
2021-12-09T00:00:00+00:00,57824494.928754787456703637000000000000000000,42946955.557877932062560991000000000000000000,134.641662435948405106673317549764446802
2021-12-09T04:00:00+00:00,57798699.433441996138703637000000000000000000,42973184.908412129110560991000000000000000000,134.499454849872503500972010800046882470
2021-12-09T05:00:00+00:00,52519488.867830604510703637000000000000000000,48348994.647505179326560991000000000000000000,108.625813733524289048312095964682013866
2021-12-09T06:00:00+00:00,52611243.508641774936703637000000000000000000,48255563.396136932572560991000000000000000000,109.026275533762669682555873426918555894
2021-12-09T08:00:00+00:00,53099912.153087547784321737000000000000000000,47758025.093984206616069791000000000000000000,111.185318171324941991317926796036196028
2021-12-09T09:00:00+00:00,53600841.911716027578725337000000000000000000,47247102.525976429192069791000000000000000000,113.447892137398936173404899434738013556
2021-12-09T10:00:00+00:00,53355756.126293933694840137000000000000000000,47491652.436819090196069791000000000000000000,112.347651405215268085276934786809964516
2021-12-09T11:00:00+00:00,53340223.816055202723840137000000000000000000,47491652.436819090196069791000000000000000000,112.314946057134582732262698795246006101
2021-12-09T13:00:00+00:00,53772767.456901610710840137000000000000000000,47051382.845946885878069791000000000000000000,114.285200996029217304261485868694189167
2021-12-09T15:00:00+00:00,53837091.525775744710840137000000000000000000,46985916.459567976138069791000000000000000000,114.581337520793700892407276753539286504
2021-12-09T16:00:00+00:00,53667919.731943867718840137000000000000000000,47158234.459567976138069791000000000000000000,113.803920666192658417709164078371463070
2021-12-09T18:00:00+00:00,52287034.347395137524840137000000000000000000,48068027.326659308656069791000000000000000000,108.777158654888046657431265425675738252
2021-12-09T19:00:00+00:00,53462617.144378398418692537000000000000000000,46974153.597438675277069791000000000000000000,113.812837592657581734100010598605323333
2021-12-09T20:00:00+00:00,54577514.203359903056692537000000000000000000,45790141.449353927812069791000000000000000000,119.190534197683636875485597899059382030
2021-12-09T22:00:00+00:00,54776759.180681056035200706000000000000000000,45590231.021196801809315891000000000000000000,120.150211906610110714033225573472072734
2021-12-09T23:00:00+00:00,54976406.336859135599200706000000000000000000,45387445.718829342179315891000000000000000000,121.126900767741897805106439450113823925
2021-12-10T00:00:00+00:00,54975603.490484365954351606000000000000000000,45387445.718829342179315891000000000000000000,121.125131894517034706769816758437263454
2021-12-10T03:00:00+00:00,55637296.789734720137351606000000000000000000,44714487.141438316113315891000000000000000000,124.427898756271083600490057802224584931
2021-12-10T04:00:00+00:00,55785873.074703644216351606000000000000000000,44563407.643137685268315891000000000000000000,125.183140215477003112312616549175082511
2021-12-10T05:00:00+00:00,55783880.124222911466278306000000000000000000,44565435.731058167554205391000000000000000000,125.172971405161153343522125092005440978
2021-12-10T07:00:00+00:00,55775932.462984400112787506000000000000000000,44565435.731058167554205391000000000000000000,125.155137716096664882882986383911548120
2021-12-10T09:00:00+00:00,55543965.044357862723750806000000000000000000,44801505.426102204353205391000000000000000000,123.977898769439337264192998364894062067
2021-12-10T10:00:00+00:00,55658282.807870581058563106000000000000000000,44694886.476422620032205391000000000000000000,124.529419796672613847480402410694687909
2021-12-10T11:00:00+00:00,55687714.060007764766563106000000000000000000,44664958.776105173665205391000000000000000000,124.678753962713912773920317980143493203
2021-12-10T12:00:00+00:00,55746610.418107391376896706000000000000000000,44605076.086498336685205391000000000000000000,124.978175824660287696974400772847965218
2021-12-10T13:00:00+00:00,54774194.295244117593189906000000000000000000,45594862.091430073373258091000000000000000000,120.132382866751503257265423639262491004
2021-12-10T15:00:00+00:00,56896298.107257208092189906000000000000000000,43437116.262193397147258091000000000000000000,130.985440570736859444057213697392969028
2021-12-10T16:00:00+00:00,56736503.723561210174189906000000000000000000,43599654.819292263377258091000000000000000000,130.130625938937633707080458526168068917
2021-12-10T17:00:00+00:00,57251328.482158262188189906000000000000000000,43076663.367877482343258091000000000000000000,132.905670973696885292018680881200777379
2021-12-10T18:00:00+00:00,55697956.979006492233189906000000000000000000,43113725.742777038022258091000000000000000000,129.188456853181438051260769950087751481
2021-12-10T19:00:00+00:00,57492498.103444174605752206000000000000000000,41292107.428538769387258091000000000000000000,139.233625222307281400800375291196526912
2021-12-10T20:00:00+00:00,56798310.577709850774752206000000000000000000,41997826.160699180790258091000000000000000000,135.241072622136571971655670009727143483
2021-12-10T21:00:00+00:00,56751345.933158151825818406000000000000000000,41997826.160699180790258091000000000000000000,135.129246251952565570608577038488375055
2021-12-10T22:00:00+00:00,55929697.806854369039891306000000000000000000,42835277.847823268665258091000000000000000000,130.569242495754024051069701237839301354
2021-12-10T23:00:00+00:00,53755373.014248535372891306000000000000000000,45051668.842047463667258091000000000000000000,119.319382380076809537922726351194757546
2021-12-11T00:00:00+00:00,58249529.056243790284891306000000000000000000,40487615.327533406714258091000000000000000000,143.869992305107384686482808183523616766
2021-12-11T03:00:00+00:00,58262457.192068858613891306000000000000000000,40474490.131723681754258091000000000000000000,143.948588363817501314505374945878534948
2021-12-11T04:00:00+00:00,58496407.740044576482891306000000000000000000,40236988.147636062716258091000000000000000000,145.379687777354829489760842930540343327
2021-12-11T05:00:00+00:00,58487281.333828532682347706000000000000000000,40246476.743413208470099891000000000000000000,145.322736463883483611443927133090945290
2021-12-11T06:00:00+00:00,58485995.297455130634746906000000000000000000,40248063.724357854508931291000000000000000000,145.313811113998519988965128861970341943
2021-12-11T07:00:00+00:00,58456367.793755177710746906000000000000000000,40278163.724357854508931291000000000000000000,145.131660404876449277976539571521926337
2021-12-11T08:00:00+00:00,59073278.643062658598167106000000000000000000,40278930.294357854508931291000000000000000000,146.660495230027141800652837642138946367
2021-12-11T09:00:00+00:00,59070034.691427064430694206000000000000000000,40278930.294357854508931291000000000000000000,146.652441511589518421204273347022796528
2021-12-11T10:00:00+00:00,53929840.920361167353732806000000000000000000,45506880.689469814766931291000000000000000000,118.509201472999237645111141823324650439
2021-12-11T12:00:00+00:00,57856525.395152733214732806000000000000000000,41515272.904215083816931291000000000000000000,139.362025943176461721523183340625887607
2021-12-11T13:00:00+00:00,57630256.805150885575732806000000000000000000,41745272.904215083816931291000000000000000000,138.052174044673380800090441482424606004
2021-12-11T14:00:00+00:00,57626033.508681105227849406000000000000000000,41749065.837186182994875691000000000000000000,138.029515997824307776384404277432755033
2021-12-11T15:00:00+00:00,57571880.981487718696849406000000000000000000,41804127.134769028535875691000000000000000000,137.718175040197041019033892047647131525
2021-12-11T17:00:00+00:00,56487652.374267226050712206000000000000000000,42906604.604585402113779291000000000000000000,131.652580983372489510520837093813619713
2021-12-11T18:00:00+00:00,60314590.978440469589712206000000000000000000,39020947.393159332235779291000000000000000000,154.569775999375336616582591995722571720
2021-12-11T19:00:00+00:00,60324526.894420542773933906000000000000000000,39020947.393159332235779291000000000000000000,154.595239030500549700424005690111796175
2021-12-11T21:00:00+00:00,60194434.016491388965313406000000000000000000,39152480.575809502721779291000000000000000000,153.743602273013401068143776517458483412
2021-12-11T22:00:00+00:00,60197108.678790053360686806000000000000000000,39152480.575809502721779291000000000000000000,153.750433672350885050816890849773329082
2021-12-12T01:00:00+00:00,59940433.598622974147686806000000000000000000,39413356.954569912261779291000000000000000000,152.081523194570164547522581786012248272
2021-12-12T02:00:00+00:00,59930054.712845940768686806000000000000000000,39423895.536935825218779291000000000000000000,152.014543201845983952872533267930298859
2021-12-12T04:00:00+00:00,59930125.462845940768686806000000000000000000,39372316.071958040178779291000000000000000000,152.213868631237806842113065725753058884
2021-12-12T07:00:00+00:00,59931108.055804939047946806000000000000000000,39372316.071958040178779291000000000000000000,152.216364275530620255825019859879211825
2021-12-12T09:00:00+00:00,63128663.981001997341185647000000000000000000,36132446.932391267622779291000000000000000000,174.714610663164692079525583907591789163
2021-12-12T10:00:00+00:00,63126838.650294620283580247000000000000000000,36134296.932391267622779291000000000000000000,174.700614124048105731983587729690233230
2021-12-12T11:00:00+00:00,63114282.769145375558558047000000000000000000,36147112.276612089812779291000000000000000000,174.603941488243276841718231431245247684
2021-12-12T12:00:00+00:00,57881720.617545210208558047000000000000000000,40178006.644910673942779291000000000000000000,144.063196387760705398721904434698037471
2021-12-12T13:00:00+00:00,58043098.226652879003558047000000000000000000,40014176.973301877995779291000000000000000000,145.056334072246934002957270191078548109
