hour,totalLQTYStaked,totalLQTYClaimed
2021-09-07T03:00:00+00:00,7818401.928298301392,9208244.811225357752207953000000000000000000
2021-09-07T04:00:00+00:00,7818240.218224591687,9209145.593789855271105539000000000000000000
2021-09-07T06:00:00+00:00,7818481.665470468978,9209639.394056318859626339000000000000000000
2021-09-07T07:00:00+00:00,7820203.809825303517,9210781.015321661085630439000000000000000000
2021-09-07T08:00:00+00:00,,9210933.369849077603626639000000000000000000
2021-09-07T09:00:00+00:00,7905654.601378735030,9214176.459591829524525039000000000000000000
2021-09-07T10:00:00+00:00,7906121.861492725268,9219151.634987315670839339000000000000000000
2021-09-07T12:00:00+00:00,7902374.676492725268,9222420.191897174382120539000000000000000000
2021-09-07T14:00:00+00:00,7894950.059069954979,9222985.880800567169776539000000000000000000
2021-09-07T15:00:00+00:00,,9226303.997028460184356985000000000000000000
2021-09-07T16:00:00+00:00,7893445.280572850830,9229600.740363399346074485000000000000000000
2021-09-07T17:00:00+00:00,,9230938.234624972777106285000000000000000000
2021-09-07T18:00:00+00:00,,9257924.908260135213978112000000000000000000
2021-09-07T19:00:00+00:00,7895903.288544833757,9262240.892663394950043825000000000000000000
2021-09-07T20:00:00+00:00,,9262659.490466941051016925000000000000000000
2021-09-07T21:00:00+00:00,7895940.365034878739,9263367.148665050003890968000000000000000000
2021-09-07T22:00:00+00:00,,9269292.737145976278109868000000000000000000
2021-09-07T23:00:00+00:00,7903095.546219322852,9270218.409440208454403949000000000000000000
2021-09-08T00:00:00+00:00,7903325.721219322852,9270722.739815402827800149000000000000000000
2021-09-08T01:00:00+00:00,7904822.115352143603,9271716.822017402843728949000000000000000000
2021-09-08T03:00:00+00:00,7905476.097327629032,9272361.451010439391606779000000000000000000
2021-09-08T04:00:00+00:00,7902281.346107859854,9272549.065301170046773179000000000000000000
2021-09-08T05:00:00+00:00,7906944.617006094771,9278537.788019222504772403000000000000000000
2021-09-08T06:00:00+00:00,7999690.701968968510,9329097.725482958942361345000000000000000000
2021-09-08T07:00:00+00:00,8014557.753098673261,9330854.469124364669283337000000000000000000
2021-09-08T08:00:00+00:00,8014921.103098673261,9333042.721574072639230837000000000000000000
2021-09-08T09:00:00+00:00,8013204.320095830950,9335019.923885958609796916000000000000000000
2021-09-08T10:00:00+00:00,,9335587.065742503461979516000000000000000000
2021-09-08T11:00:00+00:00,8014196.096754015411,9337420.721449971179642873000000000000000000
2021-09-08T12:00:00+00:00,8016775.050776128329,9348246.875476228274065313000000000000000000
2021-09-08T14:00:00+00:00,,9351520.571154895475769830000000000000000000
2021-09-08T15:00:00+00:00,,9352405.083403176740549630000000000000000000
2021-09-08T16:00:00+00:00,8026061.414189502169,9352405.083403176740549630000000000000000000
2021-09-08T17:00:00+00:00,8027378.854189502169,9352498.511921333645300030000000000000000000
2021-09-08T18:00:00+00:00,8027425.004189502169,9352676.903258076214585030000000000000000000
2021-09-08T19:00:00+00:00,8027275.004189502169,9357118.486424763724143130000000000000000000
2021-09-08T20:00:00+00:00,,9357858.203398528333849542000000000000000000
2021-09-08T21:00:00+00:00,8027118.344189502169,9357858.203398528333849542000000000000000000
2021-09-08T22:00:00+00:00,8024900.344189502169,9357869.252202969252521942000000000000000000
2021-09-08T23:00:00+00:00,8022529.711775879857,9357914.176102409744097042000000000000000000
2021-09-09T00:00:00+00:00,8047122.656484452514,9362433.670578533251958142000000000000000000
2021-09-09T01:00:00+00:00,,9362616.665155153197854942000000000000000000
2021-09-09T02:00:00+00:00,8059625.130171126240,9362616.665155153197854942000000000000000000
2021-09-09T03:00:00+00:00,8060860.075171126240,9362616.665155153197854942000000000000000000
2021-09-09T04:00:00+00:00,8062043.085171126240,9364820.716450992744294063000000000000000000
2021-09-09T05:00:00+00:00,,9365004.727796125239897063000000000000000000
