timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-09-14T00:00:00Z,25.19122124,27.31478455,25.15230129,26.99751420,54286926.82,25.16879761,27.42124561,25.16299553,26.98152489,24876820.25,350797,24876820,7550,23892108,5159649
2021-09-13T00:00:00Z,26.77064870,26.96032582,23.79656189,25.16670135,47675020.10,26.79205192,26.93539194,23.76267704,25.13526147,19901880.83,307514,19901880,23465,22074647,5367511
2021-09-12T00:00:00Z,24.89106469,28.12965804,24.62164283,26.80996378,71610484.98,24.86923972,27.98289116,24.66132851,26.83133541,30736870.89,433659,30736870,116868,33585151,6737934
2021-09-11T00:00:00Z,24.50865061,25.78963885,24.32099975,24.93145634,28401858.41,24.45462552,25.72714397,24.31491184,24.88105081,11332043.66,188237,11332043,28478,12976682,3876416
2021-09-10T00:00:00Z,26.09952638,26.80291924,23.86473922,24.49062391,43025231.51,26.10341884,26.73102716,23.83588703,24.45085380,16345836.49,419342,16345836,11132,20816269,5432650
2021-09-09T00:00:00Z,26.46194593,27.53371790,25.17926099,26.04540210,57953714.89,26.45216651,27.53676217,25.10645900,26.06368915,24523479.01,427369,24523479,37341,27125734,5839790
2021-09-08T00:00:00Z,26.56734624,27.29323486,24.48797672,26.49193829,80738900.49,26.55277794,27.27033691,24.51398195,26.47763605,38918011.32,460860,38918011,69755,33592266,7698006
2021-09-07T00:00:00Z,32.66833069,32.66833069,22.48905878,26.55897336,143177968.37,32.69591743,32.69591743,22.99467801,26.55442052,70192539.87,748887,70192539,134063,62772089,9330388
2021-09-06T00:00:00Z,33.58503412,34.44531788,32.00162104,32.62409602,63293499.45,33.59837297,34.46731635,32.06587098,32.69252896,25845873.19,518883,25845873,34233,29515651,7378857
2021-09-05T00:00:00Z,33.24934230,33.79478677,31.88526227,33.57016725,69179519.03,33.25316940,33.73577526,31.88778663,33.58341873,28153334.62,532731,28153334,19886,32274453,8199113
2021-09-04T00:00:00Z,33.31318933,35.65569097,32.71957178,33.24487114,95324979.57,33.31296014,35.68057515,32.72221277,33.25248496,39774019.20,554052,39774019,55674,47052036,7889197
2021-09-03T00:00:00Z,32.39464881,34.62279971,31.60035863,33.29980423,108501000.27,32.38818139,34.58553626,31.63785858,33.31144634,43343596.66,730338,43343596,32733,53866831,10527499
2021-09-02T00:00:00Z,32.20003648,33.69954892,30.81468291,32.36401706,148053501.96,32.20433227,33.70645025,30.81623920,32.35109837,63305480.24,1063026,63305480,81771,72686811,10916412
2021-09-01T00:00:00Z,27.78129219,32.36422859,27.38515241,32.20319170,110659155.41,27.77633715,32.27645992,27.44646575,32.20990385,45586947.58,1018419,45586947,50025,53194719,10809042
2021-08-31T00:00:00Z,26.63894420,28.52302700,26.15142205,27.76456721,62226906.65,26.62987829,28.51324940,26.18145721,27.74815627,24226417.78,395832,24226417,34713,31847380,5722563
2021-08-30T00:00:00Z,26.89084575,28.44882770,25.97564051,26.60276723,58570152.80,26.90117746,28.60275572,25.98424604,26.57470709,22472223.50,356450,22472223,52019,30439183,5250276
2021-08-29T00:00:00Z,27.70089215,28.09714497,26.45370897,26.89220158,33942269.49,27.73053794,28.09206795,26.46214155,26.88983999,11010408.87,312800,11010408,9988,18291809,4317261
2021-08-28T00:00:00Z,27.25650327,28.87669731,26.80038075,27.70378848,73572662.37,27.25484659,28.89594384,26.80025260,27.71737471,26419444.70,396317,26419444,30100,39728346,6998452
2021-08-27T00:00:00Z,25.61871540,27.44759531,25.24707545,27.19311621,44502678.46,25.59429673,27.45548150,25.29620734,27.20010731,15087300.79,305750,15087300,21984,23942928,5144713
2021-08-26T00:00:00Z,27.61719748,27.72259020,25.03513067,25.62968257,56584201.79,27.63144002,27.64250819,25.01085863,25.61192062,22718667.30,443712,22718667,35433,28089238,5297149
2021-08-25T00:00:00Z,27.65589566,28.31346286,26.20781806,27.58937350,68066039.53,27.63915151,28.30948082,26.21172146,27.60889776,29271014.01,724356,29271014,73335,31906253,6091079
2021-08-24T00:00:00Z,30.33010896,30.59591270,27.26546899,27.62499389,69670737.75,30.35525427,30.56991622,27.23570363,27.61563480,29748096.14,463016,29748096,54970,33144988,6259665
2021-08-23T00:00:00Z,30.14612451,31.88125841,29.73697094,30.29366554,68316863.14,30.15331258,31.88747551,29.73835177,30.31625119,28620880.38,637379,28620880,44453,31998356,7015793
2021-08-22T00:00:00Z,29.14412429,30.62344728,28.59994536,30.14258307,62267711.00,29.14491301,30.60530282,28.60540655,30.16008960,26159375.43,615981,26159375,146262,28296053,7050038
2021-08-21T00:00:00Z,29.80110072,31.94772997,28.81913558,29.13883776,106247972.84,29.80866303,31.92808225,28.88485499,29.12928909,44903717.14,849623,44903717,238068,47551101,12705462
2021-08-20T00:00:00Z,27.55321683,30.09127385,27.43600596,29.77206194,90218637.91,27.54910578,30.04247372,27.44888606,29.78187062,36715513.53,674247,36715513,197292,43436760,9194823
2021-08-19T00:00:00Z,26.18940584,27.93206955,25.34869302,27.57223559,62088040.24,26.18119360,28.03147647,25.39167039,27.55592106,25498975.05,414741,25498975,41296,29602937,6530089
2021-08-18T00:00:00Z,26.55950974,27.13723833,25.42560066,26.19658282,60493015.57,26.55009362,27.12698188,25.43661994,26.18696864,23689420.98,400055,23689420,21040,30204304,6178193
2021-08-17T00:00:00Z,27.26461555,30.43140054,26.31744743,26.59454181,107197121.69,27.27166644,30.35004111,26.30788697,26.58640460,46406069.92,831794,46406069,41415,49594401,10323440
2021-08-16T00:00:00Z,28.43255934,29.45422794,27.13880008,27.33642858,79012798.79,28.44999538,29.49617542,27.12827807,27.28359696,30826082.31,548509,30826082,54639,41444838,6138729
2021-08-15T00:00:00Z,26.66531535,28.59952491,25.87672816,28.42804986,93738602.83,26.65963428,28.60397018,25.88411258,28.45300097,36763815.52,607542,36763815,31201,46343900,9992142
2021-08-14T00:00:00Z,27.19578772,27.33499860,25.75952854,26.67008040,46318704.89,27.22323633,27.31678379,25.75763182,26.65445669,16761008.09,295134,16761008,11450,24786536,4464575
2021-08-13T00:00:00Z,24.85256423,27.35980670,24.85256423,27.17668408,44382690.42,24.82419050,27.39101737,24.82419050,27.19570160,17125277.33,347463,17125277,22379,22328961,4558608
2021-08-12T00:00:00Z,25.57654417,26.71494425,24.20065421,24.86100846,57389350.86,25.57793677,26.65589046,24.18026302,24.81537684,23377004.27,373287,23377004,320893,29396185,3921979
2021-08-11T00:00:00Z,24.88702392,27.06878183,24.79784989,25.60364123,63654532.23,24.86925568,27.04556871,24.81626318,25.60630762,26237583.13,531410,26237583,43458,31892277,4949802
2021-08-10T00:00:00Z,24.91824938,25.70785463,24.14268834,24.90527207,33764528.93,24.93337257,25.65021331,24.15781393,24.85214240,10579936.90,300823,10579936,95331,18524057,4264379
2021-08-09T00:00:00Z,24.09891482,25.29451757,23.29142984,24.91669491,42882367.39,24.08394901,25.30360030,23.34334126,24.92481826,14657124.01,264579,14657124,218220,22601905,5140537
2021-08-08T00:00:00Z,26.00405838,26.68192918,23.74455961,24.11607917,36162290.09,26.04316822,26.73033491,23.75670604,24.07260387,12805725.52,284080,12805725,32061,17984319,5056103
2021-08-07T00:00:00Z,25.10352305,26.77802500,24.68950463,26.03481406,67314469.48,25.09112643,26.79476578,24.72083100,26.06888446,25599634.31,629203,25599634,85011,31407326,9593293
2021-08-06T00:00:00Z,24.06213584,26.30595008,23.65024196,25.11859374,96829660.99,24.06372852,26.25369152,23.68629720,25.11677572,39751839.90,652370,39751839,169965,50530177,5725308
2021-08-05T00:00:00Z,22.71071372,24.58122768,22.09058199,24.07854745,78218803.07,22.69965431,24.58656271,22.09265666,24.05936070,33057801.14,438638,33057801,83777,39988833,4649752
2021-08-04T00:00:00Z,21.72314054,23.17038175,21.46201838,22.73208734,42450307.61,21.68234226,23.12732658,21.49052149,22.68951090,13934152.07,276228,13934152,51215,24255734,3932977
2021-08-03T00:00:00Z,22.05607275,22.69482963,20.53357269,21.69400149,53864895.51,22.06183140,22.74490226,20.52302650,21.68151095,22890709.27,256429,22890709,33818,27053992,3629946
2021-08-02T00:00:00Z,21.40362857,22.50470132,21.03121698,22.03884900,22271878.12,21.38229794,22.59544174,21.05100137,22.04294106,7374902.58,198111,7374902,27382,11919140,2752341
2021-08-01T00:00:00Z,21.64938682,23.04435902,20.91012519,21.37583342,52494185.80,21.64696366,23.08792054,20.89763356,21.35624990,23362821.58,325336,23362821,54341,24243595,4508090
2021-07-31T00:00:00Z,20.74362536,21.81053907,20.40228353,21.62192236,24220464.28,20.72134577,21.78212709,20.43484929,21.58968013,8923632.91,200569,8923632,21986,12178121,2896153
2021-07-30T00:00:00Z,20.18276697,20.94480184,19.70964121,20.77903909,24196975.20,20.19245179,20.93986065,19.77014647,20.74948314,8500869.47,135011,8500869,18089,12750218,2792785
2021-07-29T00:00:00Z,19.89838511,20.36242719,19.41354050,20.14443784,18124745.18,19.90101633,20.35065439,19.42815482,20.15310563,6296380.76,117050,6296380,19395,9485112,2206806
2021-07-28T00:00:00Z,20.06408254,20.47915283,19.55335840,19.86589029,22344490.06,20.07705868,20.46403346,19.58321395,19.86964119,7412869.56,124087,7412869,13777,12769009,2024746
2021-07-27T00:00:00Z,19.63254418,20.30576667,18.96619665,20.06146716,22652916.35,19.61773782,20.29919313,19.02333508,20.07472886,7086610.01,111615,7086610,10332,13555460,1888898
2021-07-26T00:00:00Z,19.14622723,21.41580770,19.00703044,19.62018497,48077177.61,19.12295543,21.34412369,19.02474435,19.61261225,19698712.97,259390,19698712,52101,25018516,3048455
2021-07-25T00:00:00Z,19.21219829,19.43157974,18.30402823,19.18971224,17794264.12,19.23396544,19.35216003,18.31644834,19.12346424,6163863.27,80881,6163863,22357,9905199,1621962
2021-07-24T00:00:00Z,18.67453816,19.51071940,18.49462399,19.21163122,26332640.09,18.66450996,19.50692593,18.54042774,19.22538316,10089564.40,156290,10089564,14932,13765160,2306692
2021-07-23T00:00:00Z,17.92087880,18.77490405,17.61342194,18.67251846,24155239.75,17.89620780,18.77682674,17.67142449,18.66997651,10231026.86,100624,10231026,26005,11891199,1906383
2021-07-22T00:00:00Z,17.69509353,18.46286472,17.34913375,17.92354571,21990342.75,17.67577315,18.45424992,17.36738357,17.91344828,7666877.08,95561,7666877,16651,12258344,1952909
2021-07-21T00:00:00Z,16.10065058,18.21027031,16.05817438,17.67325536,24460621.49,16.07619423,18.20181257,16.07619423,17.66375045,10080162.94,111114,10080162,28735,12172907,2067700
2021-07-20T00:00:00Z,17.02169333,17.27010509,15.88187446,16.12170891,21948738.69,17.03270336,17.19510796,15.88952181,16.08587336,7857624.05,88783,7857624,23447,11967277,2011606
2021-07-19T00:00:00Z,18.21602252,18.33490569,16.92845555,17.03236071,26150409.27,18.24136347,18.30117964,16.95255350,17.04346659,9321244.74,107688,9321244,5214,14502984,2213277
2021-07-18T00:00:00Z,17.83298126,20.31251979,17.76982219,18.24749114,45566894.02,17.81743553,20.30277553,17.77926416,18.27012229,19144381.27,146401,19144381,16749,22622242,3637118
2021-07-17T00:00:00Z,17.62277270,18.31722983,17.43126748,17.81678888,16833732.33,17.59150394,18.25910158,17.42769922,17.78068299,5525504.87,58867,5525504,8292,9732250,1508817
2021-07-16T00:00:00Z,18.91933993,19.11764856,17.60353039,17.63521833,17048706.45,18.91520560,19.04824625,17.59392530,17.60742542,7116036.91,56906,7116036,3658,8561851,1310252
2021-07-15T00:00:00Z,19.96300137,20.26224402,18.70117750,18.92625038,15183146.57,19.96293531,20.18818215,18.72458477,18.92609408,5313090.01,58454,5313090,4691,8300418,1506492
2021-07-14T00:00:00Z,19.87521050,20.23911990,18.76641922,19.93842575,15938149.00,19.85834914,20.29733976,18.83130099,19.93762142,5817046.19,94268,5817046,17939,8527724,1481170
2021-07-13T00:00:00Z,20.83836083,20.90607058,19.64292608,19.90351758,17034149.10,20.83156963,20.86017395,19.66498339,19.88899819,5754714.44,97867,5754714,23278,9619815,1538473
2021-07-12T00:00:00Z,22.00887492,22.76966371,20.44793615,20.82682808,22742460.17,22.01208028,22.71508443,20.45929669,20.83077473,9350006.44,113702,9350006,49164,11477391,1752196
2021-07-11T00:00:00Z,21.91819199,22.38982254,21.48954216,21.98924998,12729050.82,21.86932884,22.32178799,21.52020944,22.00053601,3691255.77,66654,3691255,12799,7569806,1388534
2021-07-10T00:00:00Z,22.37933916,22.84330725,21.46333486,21.91332545,15394151.24,22.37771919,22.79597923,21.46414767,21.88413602,4381263.75,102611,4381263,76144,9086322,1747809
2021-07-09T00:00:00Z,22.10425963,22.81119064,21.42688058,22.36206524,18527062.47,22.05431280,22.76663253,21.49008047,22.35161038,6615173.72,90091,6615173,16250,9977700,1827845
2021-07-08T00:00:00Z,24.36909812,24.36909812,21.51920775,22.12194437,37783729.64,24.40436243,24.40436243,21.71431489,22.09786433,17909811.23,210366,17909811,36617,17113591,2513343
2021-07-07T00:00:00Z,24.89354455,25.52282947,24.27523753,24.42701671,35315902.28,24.88477087,25.48522451,24.31015799,24.44353680,14955049.52,300582,14955049,18636,17302751,2738882
2021-07-06T00:00:00Z,24.43521430,26.43046285,24.26331292,24.95951095,41806299.89,24.40126180,26.41238998,24.40126180,24.94760069,17051376.02,357623,17051376,35879,21034341,3327079
2021-07-05T00:00:00Z,25.20459432,25.51544177,23.63386063,24.41002457,47130050.23,25.21638832,25.46382386,23.64198034,24.36069746,18389093.24,300294,18389093,18774,24197905,4223982
2021-07-04T00:00:00Z,22.49652162,25.89635970,22.23111551,25.23814131,72884533.39,22.47330104,25.87451030,22.28424525,25.24821885,31636903.80,525878,31636903,51058,33602443,7068249
2021-07-03T00:00:00Z,21.26733738,23.37027972,21.03038779,22.54070590,40521290.71,21.24292560,23.48462053,21.04852098,22.49321178,17128882.48,203595,17128882,66658,19647382,3474772
2021-07-02T00:00:00Z,20.12590046,21.47253901,19.45315510,21.26194980,31484764.73,20.08392104,21.45344905,19.51617931,21.24112443,13891697.26,128779,13891697,32961,14309364,3121962
2021-07-01T00:00:00Z,22.22827936,22.22827936,19.83951880,20.18298793,35404257.05,22.23490038,22.23490038,19.83525482,20.14302540,13738080.49,169842,13738080,17048,16795993,4683291
2021-06-30T00:00:00Z,20.54318358,22.51071916,19.39263785,22.22457909,75784824.37,20.53599984,22.45026537,19.46450182,22.23926900,32920443.24,343639,32920443,129955,34493160,7897626
2021-06-29T00:00:00Z,18.83042074,21.53917175,18.83042074,20.57528118,60215597.21,18.82075556,21.47205210,18.82075556,20.58371214,27183500.51,315239,27183500,60611,25171782,7484463
2021-06-28T00:00:00Z,16.44513928,19.69771438,16.38324028,18.81035944,80701941.07,16.43886129,19.60613718,16.43886129,18.80821043,36966928.63,410653,36966928,118494,33179434,10026430
