hour,eoa,otherContract,stabilityPool,uniswapV2,uniswapV3,curve,d4
2021-07-17T03:00:00+00:00,2473370.612080919322951524000000000000000000,565392.986222683807080879000000000000000000,383924994.206185669570708386000000000000000000,37696.5961954899418797710000000000,400402.105695845835676321000000,87639005.043746904941674649000000000000000000,2584578.208014286915300681000000000000000000
2021-07-17T04:00:00+00:00,2993868.710851011751995324000000000000000000,565052.957514595706790679000000000000000000,383381074.121610354342708386000000000000000000,37681.8953491093636067710000000000,397586.513355298675803421000000,87636622.015954667368674649000000000000000000,2584706.847311840735759781000000000000000000
2021-07-17T05:00:00+00:00,3002020.530907734985738324000000000000000000,563830.515069142118080379000000000000000000,383381074.121610354342708386000000000000000000,37681.8953491093636067710000000000,390657.135744029030770721000000,87636622.015954667368674649000000000000000000,2584706.847311840735759781000000000000000000
2021-07-17T06:00:00+00:00,2452783.005165294904890524000000000000000000,563767.521624834270568279000000000000000000,383281023.366313249205916886000000000000000000,37681.8953491093636067710000000000,390670.064297469478977221000000,87734784.356770801140619549000000000000000000,2584706.847311840735759781000000000000000000
2021-07-17T07:00:00+00:00,2456863.877377363388459924000000000000000000,563767.521624834270568279000000000000000000,383281023.366313249205916886000000000000000000,33513.1503533828549783710000000000,390757.937081127504036221000000,87734784.356770801140619549000000000000000000,2584706.847311840735759781000000000000000000
2021-07-17T08:00:00+00:00,2456927.657368841276838124000000000000000000,563590.404320405704886379000000000000000000,383279336.703626199883220586000000000000000000,33513.1503533828549783710000000000,409945.280679837901036221000000,87715597.013172090743619549000000000000000000,2584706.847311840735759781000000000000000000
2021-07-17T09:00:00+00:00,2574374.104359472102754524000000000000000000,563605.428122876512538379000000000000000000,383164892.124699437931220586000000000000000000,33513.1503533828549783710000000000,381559.918736648634036221000000,87715597.013172090743619549000000000000000000,2542460.698155701698759781000000000000000000
2021-07-17T10:00:00+00:00,2571397.646176896720360224000000000000000000,563582.491076549334932679000000000000000000,384496750.982071225670220586000000000000000000,33513.1503533828549783710000000000,374025.138996518263036221000000,86394173.222873354513386049000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T11:00:00+00:00,2571203.503410011052079024000000000000000000,563776.873843435003213879000000000000000000,384496750.982071225670220586000000000000000000,33513.1503533828549783710000000000,354340.138996518263036221000000,86394173.222873354513386049000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T12:00:00+00:00,2571204.499476023112296614000000000000000000,563801.787866370301106789000000000000000000,384496750.982071225670220586000000000000000000,33513.1503533828549783710000000000,359339.138996518263036221000000,86391706.711977671313725049000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T13:00:00+00:00,2571337.400805858978732714000000000000000000,563821.813969167121230789000000000000000000,384496750.982071225670220586000000000000000000,33513.1503533828549783710000000000,363339.138996518263036221000000,86384631.120647835447288949000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T14:00:00+00:00,2493657.255638645483622514000000000000000000,562298.949167730663469789000000000000000000,384476824.912085826978220586000000000000000000,33546.1540164675720986710000000000,406922.301650904528527221000000,86420084.024284413109548849000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T15:00:00+00:00,2400622.067208586552705914000000000000000000,562417.949101910285445389000000000000000000,384476824.912085826978220586000000000000000000,33546.1540164675720986710000000000,428027.963691223890450521000000,86501103.070924249092548849000000000000000000,2542559.806051683120993281000000000000000000
2021-07-17T16:00:00+00:00,2402452.756180546922375216000000000000000000,562397.906213541774265287000000000000000000,384476256.562085826978320586000000000000000000,33546.1540164675720986710000000000,471671.891920750796797521000000,86256103.433801359582612649000000000000000000,2740673.218861453865993281000000000000000000
2021-07-17T17:00:00+00:00,2400776.069120680594918316000000000000000000,562245.813169451861722187000000000000000000,384506010.816302162007320586000000000000000000,33546.1540164675720986710000000000,472329.175923918515797521000000,86356885.265351690433612649000000000000000000,2611308.629195576506993281000000000000000000
2021-07-17T18:00:00+00:00,2401530.945785679578522816000000000000000000,562245.813169451861722187000000000000000000,384506010.816302162007320586000000000000000000,33546.1540164675720986710000000000,488249.135171045298193021000000,86340210.429439564667612649000000000000000000,2611308.629195576506993281000000000000000000
